chromosome	start	end	depth
1	10692	11915	0
1	11915	11990	1
1	11990	12013	0
1	12013	12022	1
1	12022	12028	2
1	12028	12097	3
1	12097	12103	2
1	12103	12130	1
1	12130	12135	2
1	12135	12200	1
1	12200	12205	2
1	12205	12275	1
1	12607	12619	7
1	12619	12637	8
1	12637	12650	7
1	12650	12655	6
1	12655	12668	7
1	12668	12675	8
1	12675	12678	7
1	12678	12679	6
1	12679	12694	5
1	12694	12725	4
1	13220	13224	7
1	13224	13240	8
1	13240	13243	9
1	13243	13251	8
1	13251	13261	9
1	13261	13267	10
1	13267	13270	11
1	13270	13273	10
1	13273	13279	9
1	13279	13289	10
1	13289	13291	9
1	13291	13293	8
1	13293	13296	9
1	13296	13315	8
1	13315	13322	7
1	13322	13323	8
1	13323	13327	9
1	13327	13336	10
1	13336	13341	9
1	13341	13342	8
1	13342	13347	7
1	13347	13368	6
1	13368	13377	5
1	13377	13386	4
1	13386	13390	5
1	13390	13398	6
1	13398	13399	5
1	13399	13402	6
1	13402	13417	5
1	13417	13423	6
1	13423	13441	7
1	13441	13445	8
1	13445	13451	9
1	13451	13457	10
1	13457	13459	11
1	13459	13463	12
1	13463	13465	13
1	13465	13468	12
1	13468	13473	11
1	13473	13485	12
1	13485	13488	11
1	13488	13491	12
1	13491	13495	13
1	13495	13496	14
1	13496	13501	15
1	13501	13516	14
1	13516	13518	13
1	13518	13520	14
1	13520	13524	13
1	13524	13525	12
1	13525	13529	13
1	13529	13532	12
1	13532	13537	11
1	13537	13540	12
1	13540	13547	13
1	13547	13548	14
1	13548	13571	13
1	13571	13573	12
1	13573	13585	11
1	13585	13591	10
1	13591	13592	9
1	13592	13599	8
1	13599	13600	9
1	13600	13601	8
1	13601	13604	7
1	13604	13609	6
1	13609	13612	7
1	13612	13615	5
1	13615	13619	4
1	13619	13641	5
1	13641	13656	4
1	13656	13658	3
1	13658	13676	4
1	13676	13684	3
1	13684	13694	2
1	13694	13695	1
1	13695	13724	0
1	13724	13799	1
1	13799	14500	0
1	856576	861063	0
1	856576	861063	0
1	861063	861138	1
1	861138	861181	0
1	861300	861303	36
1	861303	861304	38
1	861304	861307	39
1	861307	861309	38
1	861309	861310	37
1	861310	861311	39
1	861311	861312	40
1	861312	861314	41
1	861314	861315	42
1	861315	861317	43
1	861317	861319	45
1	861319	861320	44
1	861320	861321	45
1	861321	861323	46
1	861300	861303	36
1	861303	861304	38
1	861304	861307	39
1	861307	861309	38
1	861309	861310	37
1	861310	861311	39
1	861311	861312	40
1	861312	861314	41
1	861314	861315	42
1	861315	861317	43
1	861317	861319	45
1	861319	861320	44
1	861320	861321	45
1	861321	861323	46
1	861323	861325	48
1	861325	861326	49
1	861326	861327	51
1	861327	861328	52
1	861328	861332	53
1	861332	861333	54
1	861333	861336	55
1	861336	861337	58
1	861337	861342	60
1	861342	861343	63
1	861343	861345	62
1	861345	861347	61
1	861347	861348	60
1	861348	861350	61
1	861350	861351	63
1	861351	861353	64
1	861353	861357	65
1	861357	861358	66
1	861358	861359	65
1	861359	861361	66
1	861361	861366	70
1	861366	861367	71
1	861367	861368	73
1	861368	861374	72
1	861374	861375	71
1	861375	861376	70
1	861376	861377	69
1	861377	861379	68
1	861379	861380	67
1	861380	861384	66
1	861384	861385	67
