chromosome	start	end	depth
1	11868	11875	4
1	11875	11885	3
1	11885	11953	5
1	11953	11970	4
1	11970	11986	5
1	11986	11991	4
1	11991	11993	5
1	11993	12038	4
1	12038	12076	5
1	12076	12102	4
1	12102	12110	3
1	12110	12124	4
1	12124	12130	5
1	12130	12134	6
1	12134	12139	7
1	12139	12150	6
1	12150	12152	5
1	12152	12178	6
1	12178	12179	7
1	12179	12203	8
1	12203	12211	9
1	12211	12225	8
1	12225	12230	7
1	12610	12613	5
1	12613	12622	6
1	12622	12646	7
1	12646	12663	6
1	12663	12673	5
1	12673	12675	4
1	12675	12723	3
1	13182	13221	3
1	13221	13248	4
1	13248	13283	3
1	13283	13289	2
1	13289	13291	3
1	13291	13318	2
1	13318	13337	4
1	13337	13341	5
1	13341	13361	6
1	13361	13377	7
1	13377	13381	8
1	13381	13391	7
1	13391	13405	9
1	13405	13419	10
1	13419	13420	8
1	13420	13422	9
1	13422	13435	10
1	13435	13439	12
1	13439	13440	14
1	13440	13442	15
1	13442	13454	14
1	13454	13465	15
1	13465	13476	16
1	13476	13481	17
1	13481	13491	16
1	13491	13492	15
1	13492	13498	16
1	13498	13508	17
1	13508	13521	18
1	13521	13540	17
1	13540	13541	16
1	13541	13544	15
1	13544	13555	14
1	13555	13561	13
1	13561	13566	12
1	13566	13575	11
1	13575	13576	12
1	13576	13577	11
1	13577	13582	10
1	13582	13589	9
1	13589	13592	8
1	13592	13593	9
1	13593	13594	8
1	13594	13597	7
1	13597	13599	6
1	13599	13620	5
1	13620	13622	4
1	13622	13634	5
1	13634	13640	4
1	13640	13656	5
1	13656	13658	4
1	13658	13664	5
1	13664	13676	6
1	13676	13687	5
1	13687	13695	6
1	13695	13725	5
1	13725	13741	4
1	13741	13747	3
1	13747	13749	2
1	13749	13786	1
1	13786	14083	0
1	14083	14176	1
1	14176	14220	2
1	14220	14229	1
1	14229	14277	2
1	14277	14306	1
1	14306	14307	2
1	14307	14330	3
1	14330	14349	2
1	14349	14360	3
1	14360	14389	4
1	14389	14393	5
1	14393	14408	6
1	14408	14431	5
1	858740	861106	0
1	858740	861106	0
1	861116	861162	2
1	861162	861171	3
1	861171	861177	4
1	861177	861180	5
1	861180	861187	6
1	861292	861304	23
1	861304	861305	25
1	861305	861307	27
1	861307	861310	28
1	861310	861316	30
1	861316	861325	31
1	861292	861304	23
1	861304	861305	25
1	861305	861307	27
1	861307	861310	28
1	861310	861316	30
1	861316	861325	31
1	861325	861337	30
1	861337	861339	32
1	861339	861340	33
1	861340	861341	34
1	861341	861343	33
1	861343	861350	34
1	861350	861351	35
1	861351	861352	34
1	861352	861358	35
1	861358	861359	34
1	861359	861362	35
1	861362	861368	34
1	861368	861371	33
1	861371	861374	31
1	861374	861382	30
1	861382	861384	29
1	861384	861385	30
1	861385	861388	28
1	861388	861392	29
1	861392	861393	27
1	861393	861401	26
1	865532	865535	100
1	865535	865536	101
1	865536	865537	103
1	865537	865538	105
1	865538	865539	106
1	865539	865540	107
1	865540	865543	108
1	865543	865544	110
1	865544	865545	111
1	865545	865546	112
1	865546	865547	113
1	865547	865550	116
1	865550	865551	119
1	865551	865554	122
1	865554	865555	128
1	865555	865556	129
1	865556	865558	128
1	865558	865560	130
1	865560	865562	131
1	865562	865563	129
1	865563	865564	133
1	865564	865565	131
1	865565	865566	135
1	865566	865567	136
1	865567	865568	142
1	865568	865569	140
1	865569	865570	145
1	865570	865571	147
1	865571	865572	149
1	865572	865574	147
1	865574	865575	151
1	865575	865576	152
1	865576	865577	153
1	865577	865578	152
1	865578	865580	155
1	865580	865582	158
1	865582	865583	161
1	865583	865584	163
1	865584	865585	164
1	865585	865586	167
1	865586	865587	169
1	865587	865589	172
1	865589	865591	173
1	865591	865592	174
1	865592	865593	176
1	865593	865594	175
1	865594	865595	174
1	865595	865598	173
1	865598	865600	174
1	865600	865602	172
1	865602	865603	175
1	865603	865604	176
1	865604	865605	177
1	865605	865606	180
1	865606	865608	182
1	865608	865609	183
1	865609	865610	187
1	865610	865611	186
