chromosome	start	end	depth
1	10618	12585	0
1	12600	12713	2
1	12713	12749	1
1	13211	13271	5
1	13271	13278	4
1	13278	13279	3
1	13279	13286	4
1	13286	13287	3
1	13287	13308	2
1	13308	13352	1
1	13352	13359	2
1	13359	13400	3
1	13400	13406	2
1	13406	13434	3
1	13434	13450	2
1	13450	13457	1
1	13457	13495	2
1	13495	13522	3
1	13522	13532	2
1	13532	13552	1
1	13552	13627	2
1	13627	13628	1
1	13628	13633	2
1	13633	13703	1
1	13703	14521	0
1	846333	861068	0
1	846333	861068	0
1	861068	861156	1
1	861156	861185	2
1	861299	861303	53
1	861303	861304	54
1	861304	861306	56
1	861306	861307	57
1	861307	861308	56
1	861308	861309	59
1	861309	861310	60
1	861310	861311	62
1	861311	861313	63
1	861313	861315	62
1	861315	861316	63
1	861316	861317	62
1	861317	861318	63
1	861318	861320	64
1	861320	861323	67
1	861299	861303	53
1	861303	861304	54
1	861304	861306	56
1	861306	861307	57
1	861307	861308	56
1	861308	861309	59
1	861309	861310	60
1	861310	861311	62
1	861311	861313	63
1	861313	861315	62
1	861315	861316	63
1	861316	861317	62
1	861317	861318	63
1	861318	861320	64
1	861320	861323	67
1	861323	861324	68
1	861324	861326	69
1	861326	861327	70
1	861327	861328	69
1	861328	861330	71
1	861330	861331	70
1	861331	861332	71
1	861332	861335	70
1	861335	861336	68
1	861336	861337	69
1	861337	861340	72
1	861340	861343	71
1	861343	861344	70
1	861344	861345	68
1	861345	861346	69
1	861346	861347	71
1	861347	861349	70
1	861349	861350	72
1	861350	861351	73
1	861351	861353	76
1	861353	861355	78
1	861355	861356	77
1	861356	861358	76
1	861358	861359	75
1	861359	861361	74
1	861361	861363	75
1	861363	861364	77
1	861364	861368	80
1	861368	861369	81
1	861369	861370	80
1	861370	861371	81
1	861371	861372	82
1	861372	861373	81
1	861373	861374	82
1	861374	861376	81
1	861376	861378	80
1	861378	861379	81
1	861379	861382	80
1	861382	861383	79
1	861383	861384	78
1	861384	861385	77
1	861385	861386	76
1	861386	861387	74
1	861387	861388	75
1	861388	861389	73
1	861389	861390	74
1	861390	861391	75
1	861391	861392	76
1	861392	861393	75
1	861393	861394	74
1	865529	865536	21
1	865536	865541	22
1	865541	865542	21
1	865542	865544	22
1	865544	865545	24
1	865545	865549	25
1	865549	865551	26
1	865551	865552	27
1	865552	865554	26
1	865554	865555	28
1	865555	865560	32
1	865560	865561	33
1	865561	865562	35
1	865562	865565	36
1	865565	865566	37
1	865566	865567	39
1	865567	865569	41
1	865569	865571	43
1	865571	865573	44
1	865573	865575	43
1	865575	865576	44
1	865576	865577	43
1	865577	865578	42
1	865578	865579	45
1	865579	865580	46
1	865580	865581	48
1	865581	865582	52
1	865582	865586	53
1	865586	865589	54
1	865589	865590	53
1	865590	865592	54
1	865592	865593	55
1	865593	865594	57
1	865594	865595	56
1	865595	865598	55
1	865598	865600	56
1	865600	865601	55
1	865601	865602	52
1	865602	865603	54
1	865603	865604	57
1	865604	865606	58
1	865606	865607	59
1	865607	865610	60
1	865610	865611	59
1	865611	865612	58
1	865612	865614	59
1	865614	865616	60
1	865616	865618	62
1	865618	865619	64
1	865619	865620	65
1	865620	865622	64
1	865622	865623	65
1	865623	865629	66
1	865629	865630	65
1	865630	865631	62
1	865631	865633	63
1	865633	865634	69
1	865634	865635	70
1	865635	865636	73
1	865636	865637	74
1	865637	865639	73
1	865639	865640	75
1	865640	865641	77
1	865641	865643	76
1	865643	865644	78
1	865644	865645	81
1	865645	865648	82
1	865648	865649	83
1	865649	865650	84
1	865650	865651	83
1	865651	865652	84
1	865652	865653	87
1	865653	865654	86
1	865654	865655	85
1	865655	865656	84
1	865656	865658	83
1	865658	865662	86
1	865662	865664	87
1	865664	865666	89
1	865666	865667	91
1	865667	865668	93
1	865668	865669	91
1	865669	865670	92
1	865670	865671	94
1	865671	865676	96
1	865676	865677	97
1	865677	865678	95
1	865678	865679	93
1	865679	865680	92
1	865680	865681	91
1	865681	865682	93
1	865682	865686	96
1	865686	865690	97
1	865690	865692	98
1	865692	865693	97
1	865693	865698	98
1	865698	865699	99
1	865699	865708	101
1	865708	865709	99
1	865709	865710	98
1	865710	865711	96
1	865711	865713	94
1	865713	865714	93
1	865714	865715	92
1	865715	865716	91
1	865716	865717	90
1	865690	865692	98
1	865692	865693	97
1	865693	865698	98
1	865698	865699	99
1	865699	865708	101
1	865708	865709	99
1	865709	865710	98
1	865710	865711	96
1	865711	865713	94
1	865713	865714	93
1	865714	865715	92
1	865715	865716	91
1	865716	865717	90
1	866417	866420	60
1	866420	866421	61
1	866421	866422	62
1	866422	866423	64
1	866423	866424	65
1	866424	866425	64
1	866425	866426	62
1	866426	866428	63
1	866428	866429	65
1	866429	866430	63
1	866430	866431	62
1	866431	866432	63
1	866432	866436	65
1	866436	866437	64
1	866437	866439	65
1	866439	866441	66
1	866441	866442	67
1	866442	866443	68
1	866443	866444	69
1	866444	866446	73
1	866446	866447	71
1	866447	866449	70
1	866449	866450	68
1	866450	866451	69
1	866451	866453	70
1	866453	866454	72
1	866454	866455	71
1	866455	866456	72
1	866456	866460	73
1	866460	866463	71
1	866463	866465	70
1	866465	866466	69
1	866466	866467	70
1	866467	866472	71
1	871150	871152	55
1	871152	871155	59
1	871155	871158	61
1	871158	871161	62
1	871161	871164	60
1	871164	871166	59
1	871166	871167	58
1	871167	871169	57
1	871169	871171	58
1	871171	871172	60
1	871172	871173	64
1	871173	871174	65
1	871150	871152	55
1	871152	871155	59
1	871155	871158	61
1	871158	871161	62
1	871161	871164	60
1	871164	871166	59
1	871166	871167	58
1	871167	871169	57
1	871169	871171	58
1	871171	871172	60
1	871172	871173	64
1	871173	871174	65
1	871174	871176	67
1	871176	871180	66
1	871180	871181	67
1	871181	871182	66
1	871182	871183	67
1	871183	871186	68
1	871186	871188	69
1	871188	871189	68
1	871189	871194	69
1	871194	871195	71
1	871195	871197	72
1	871197	871200	73
1	871200	871201	72
1	871201	871203	73
1	871203	871204	72
1	871204	871206	73
1	871206	871208	71
1	871208	871210	72
1	871210	871211	71
1	871211	871212	70
1	871212	871213	67
1	871213	871214	68
1	871214	871215	66
1	871215	871216	67
1	871216	871217	68
1	871217	871218	69
1	871218	871220	68
1	871220	871222	69
1	871222	871223	68
1	871223	871224	67
1	871224	871225	65
1	871225	871227	66
1	871227	871229	65
1	871229	871230	64
1	871230	871231	62
1	871231	871232	60
1	871232	871233	62
1	871233	871235	59
1	871235	871236	61
1	871236	871238	62
1	871238	871240	61
1	871240	871241	62
1	871241	871244	61
1	871244	871245	60
1	871245	871246	59
1	871246	871247	60
1	871247	871248	55
1	871248	871249	54
1	871249	871253	53
1	871253	871254	52
1	871254	871255	51
1	871255	871257	50
1	871257	871258	47
1	871258	871259	46
1	871259	871261	45
1	871261	871262	44
1	871262	871264	45
1	871264	871265	44
1	871265	871270	42
1	871270	871272	41
1	871272	871273	39
1	871273	871274	38
1	871274	871275	40
1	871275	871278	38
1	874419	874420	47
1	874420	874421	46
1	874421	874424	49
1	874424	874425	50
1	874425	874426	49
1	874426	874429	48
1	874429	874430	49
1	874430	874432	50
1	874432	874433	47
1	874433	874436	48
1	874436	874440	49
1	874440	874444	51
1	874444	874445	52
1	874445	874447	51
1	874447	874448	53
1	874448	874450	54
1	874450	874456	53
1	874456	874457	54
1	874457	874458	57
1	874458	874459	59
1	874459	874463	60
1	874463	874464	61
1	874464	874465	60
1	874465	874467	59
1	874467	874468	58
1	874468	874469	60
1	874469	874473	61
1	874473	874474	62
1	874474	874478	63
1	874478	874480	61
1	874480	874484	60
1	874484	874485	59
1	874485	874488	58
1	874488	874489	59
1	874489	874490	57
1	874490	874491	58
1	874491	874492	59
1	874492	874496	58
1	874496	874498	55
1	874498	874505	56
1	874505	874507	54
1	874507	874509	53
1	874509	874510	52
1	874653	874655	34
1	874655	874656	33
1	874656	874663	31
1	874663	874665	33
1	874665	874667	34
1	874667	874668	35
1	874668	874670	34
1	874670	874674	35
1	874653	874655	34
1	874655	874656	33
1	874656	874663	31
1	874663	874665	33
1	874665	874667	34
1	874667	874668	35
1	874668	874670	34
1	874670	874674	35
1	874674	874676	36
1	874676	874680	37
1	874680	874689	38
1	874689	874690	39
1	874690	874691	37
1	874691	874692	34
1	874692	874693	33
1	874693	874694	35
1	874694	874696	36
1	874696	874697	37
1	874697	874699	40
