chromosome	start	end	depth
1	10621	11876	0
1	11876	11885	1
1	11885	11933	2
1	11933	11986	3
1	11986	12004	2
1	12004	12042	3
1	12042	12043	4
1	12043	12052	3
1	12052	12103	4
1	12103	12104	3
1	12104	12105	4
1	12105	12137	3
1	12137	12139	4
1	12139	12143	5
1	12143	12144	4
1	12144	12147	5
1	12147	12171	6
1	12171	12188	7
1	12188	12189	8
1	12189	12194	7
1	12194	12196	8
1	12196	12205	9
1	12205	12207	8
1	12207	12212	9
1	12212	12238	10
1	12601	12625	3
1	12625	12638	4
1	12638	12655	5
1	12655	12695	6
1	12695	12713	5
1	12713	12726	4
1	13217	13263	4
1	13263	13268	5
1	13268	13297	4
1	13297	13313	3
1	13313	13318	2
1	13318	13329	1
1	13329	13352	2
1	13352	13359	3
1	13359	13364	4
1	13364	13366	5
1	13366	13382	6
1	13382	13386	7
1	13386	13388	8
1	13388	13391	9
1	13391	13395	10
1	13395	13396	11
1	13396	13405	12
1	13405	13411	14
1	13411	13419	15
1	13419	13430	16
1	13430	13454	15
1	13454	13465	16
1	13465	13469	14
1	13469	13470	16
1	13470	13472	17
1	13472	13483	18
1	13483	13486	17
1	13486	13487	18
1	13487	13492	17
1	13492	13496	16
1	13496	13497	15
1	13497	13502	14
1	13502	13506	15
1	13506	13512	14
1	13512	13513	13
1	13513	13515	14
1	13515	13517	15
1	13517	13520	14
1	13520	13522	13
1	13522	13534	14
1	13534	13537	15
1	13537	13538	17
1	13538	13543	18
1	13543	13547	17
1	13547	13555	18
1	13555	13558	17
1	13558	13568	18
1	13568	13569	17
1	13569	13570	18
1	13570	13571	17
1	13571	13573	16
1	13573	13584	15
1	13584	13587	16
1	13587	13589	15
1	13589	13595	16
1	13595	13603	17
1	13603	13614	16
1	13614	13623	15
1	13623	13629	14
1	13629	13630	13
1	13630	13635	12
1	13635	13636	11
1	13636	13639	9
1	13639	13648	8
1	13648	13649	7
1	13649	13656	8
1	13656	13658	4
1	13658	13659	6
1	13659	13672	5
1	13672	13685	4
1	13685	13692	3
1	13692	13698	2
1	13698	13722	1
1	13722	13730	2
1	13730	13750	3
1	13750	13823	2
1	13823	13890	1
1	13890	13991	0
1	13991	14191	1
1	14191	14299	0
1	14299	14326	1
1	14326	14427	2
1	858942	861114	0
1	858942	861114	0
1	861114	861176	1
1	861176	861178	2
1	861178	861192	3
1	861299	861312	23
1	861312	861315	26
1	861315	861320	27
1	861320	861323	28
1	861299	861312	23
1	861312	861315	26
1	861315	861320	27
1	861320	861323	28
1	861323	861329	29
1	861329	861335	30
1	861335	861336	29
1	861336	861337	28
1	861337	861344	29
1	861344	861358	30
1	861358	861364	29
1	861364	861366	28
1	861366	861371	27
1	861371	861383	26
1	861383	861384	27
1	861384	861387	25
1	861387	861390	24
