chromosome	start	end	depth
1	10621	12371	0
1	12602	12663	3
1	12663	12677	2
1	12677	12680	1
1	12680	12823	0
1	13181	13221	2
1	13221	13223	1
1	13223	13240	2
1	13240	13244	3
1	13244	13307	4
1	13307	13315	3
1	13315	13319	2
1	13319	13328	1
1	13328	13336	0
1	13336	13400	1
1	13400	13411	2
1	13411	13432	1
1	13432	13458	2
1	13458	13475	3
1	13475	13483	2
1	13483	13489	3
1	13489	13495	4
1	13495	13500	5
1	13500	13507	6
1	13507	13508	5
1	13508	13515	6
1	13515	13531	7
1	13531	13533	8
1	13533	13547	7
1	13547	13554	9
1	13554	13558	10
1	13558	13564	9
1	13564	13570	8
1	13570	13571	7
1	13571	13611	8
1	13611	13622	7
1	13622	13623	5
1	13623	13642	4
1	13642	13644	3
1	13644	13646	2
1	13646	13676	1
1	13676	14411	0
1	850237	861152	0
1	850237	861152	0
1	850237	861152	0
1	861152	861176	1
1	861176	861179	2
1	861179	861195	3
1	861301	861303	45
1	861303	861304	46
1	861304	861306	48
1	861306	861308	49
1	861308	861310	50
1	861310	861311	51
1	861311	861312	53
1	861312	861313	52
1	861313	861315	54
1	861315	861316	55
1	861316	861317	57
1	861317	861319	61
1	861319	861320	62
1	861320	861322	63
1	861301	861303	45
1	861303	861304	46
1	861304	861306	48
1	861306	861308	49
1	861308	861310	50
1	861310	861311	51
1	861311	861312	53
1	861312	861313	52
1	861313	861315	54
1	861315	861316	55
1	861316	861317	57
1	861317	861319	61
1	861319	861320	62
1	861320	861322	63
1	861322	861323	62
1	861323	861324	63
1	861324	861325	65
1	861325	861326	66
1	861326	861327	67
1	861327	861328	66
1	861328	861329	64
1	861329	861330	65
1	861330	861333	66
1	861333	861339	68
1	861339	861341	67
1	861341	861342	66
1	861342	861343	63
1	861343	861344	65
1	861344	861345	66
1	861345	861346	67
1	861346	861349	68
1	861349	861350	70
1	861350	861351	71
1	861351	861353	72
1	861353	861354	71
1	861354	861356	70
1	861356	861358	71
1	861358	861359	72
1	861359	861360	74
1	861360	861362	76
1	861362	861363	79
1	861363	861365	80
1	861365	861366	79
1	861366	861367	80
1	861367	861368	82
1	861368	861369	81
1	861369	861376	80
1	861376	861377	77
1	861377	861378	79
1	861378	861379	78
1	861379	861380	76
1	861380	861382	77
1	861382	861384	74
1	861384	861385	73
1	861385	861388	72
1	861388	861391	70
1	861391	861392	69
1	861392	861393	66
1	861393	861394	64
1	865534	865537	14
1	865537	865538	15
1	865538	865542	17
1	865542	865544	18
1	865544	865547	17
1	865547	865548	18
1	865548	865555	19
1	865555	865556	20
1	865556	865557	21
1	865557	865559	22
1	865559	865560	21
1	865560	865561	20
1	865561	865565	22
1	865565	865567	21
1	865567	865568	23
1	865568	865574	24
1	865574	865579	25
1	865579	865582	28
1	865582	865583	29
1	865583	865584	30
1	865584	865585	32
1	865585	865587	35
1	865587	865592	37
1	865592	865600	38
1	865600	865601	37
1	865601	865602	39
1	865602	865607	40
1	865607	865608	41
1	865608	865609	43
1	865609	865611	42
1	865611	865612	44
1	865612	865613	43
1	865613	865614	42
1	865614	865617	44
1	865617	865621	43
1	865621	865622	45
1	865622	865625	44
1	865625	865626	47
1	865626	865627	48
1	865627	865630	51
1	865630	865631	52
1	865631	865633	51
1	865633	865634	53
1	865634	865635	54
1	865635	865636	56
1	865636	865639	55
1	865639	865642	56
1	865642	865643	55
1	865643	865645	54
1	865645	865646	55
1	865646	865647	54
1	865647	865648	55
1	865648	865650	56
1	865650	865652	57
1	865652	865654	58
1	865654	865655	56
1	865655	865656	57
1	865656	865657	58
1	865657	865658	57
1	865658	865664	56
1	865664	865665	58
1	865665	865667	59
1	865667	865668	61
1	865668	865669	62
1	865669	865670	60
1	865670	865671	62
1	865671	865672	63
1	865672	865674	66
1	865674	865675	65
1	865675	865676	66
1	865676	865677	64
1	865677	865679	63
1	865679	865686	65
1	865686	865687	64
1	865687	865688	65
1	865688	865689	64
1	865689	865690	63
1	865690	865691	64
1	865691	865692	65
1	865692	865693	66
