chromosome	start	end	depth
1	10281	11876	0
1	11876	12025	1
1	12025	12139	0
1	12139	12203	1
1	12203	12214	2
1	12214	12242	1
1	12611	12623	11
1	12623	12627	12
1	12627	12636	11
1	12636	12638	10
1	12638	12640	11
1	12640	12644	10
1	12644	12647	11
1	12647	12652	10
1	12652	12654	11
1	12654	12657	10
1	12657	12659	11
1	12659	12661	12
1	12661	12662	11
1	12662	12668	12
1	12668	12676	13
1	12676	12684	14
1	12684	12685	13
1	12685	12698	12
1	12698	12706	11
1	12706	12713	12
1	12713	12717	11
1	12717	12719	10
1	12719	12727	9
1	13210	13221	8
1	13221	13222	9
1	13222	13225	8
1	13225	13274	9
1	13274	13275	8
1	13275	13277	7
1	13277	13285	6
1	13285	13296	5
1	13296	13299	3
1	13299	13300	2
1	13300	13312	1
1	13312	13368	0
1	13368	13369	1
1	13369	13373	2
1	13373	13387	3
1	13387	13394	4
1	13394	13398	5
1	13398	13413	6
1	13413	13418	7
1	13418	13422	8
1	13422	13431	9
1	13431	13435	10
1	13435	13444	11
1	13444	13448	10
1	13448	13470	9
1	13470	13472	10
1	13472	13473	11
1	13473	13474	12
1	13474	13488	13
1	13488	13489	12
1	13489	13490	13
1	13490	13493	15
1	13493	13499	14
1	13499	13500	15
1	13500	13504	16
1	13504	13510	17
1	13510	13518	15
1	13518	13521	14
1	13521	13537	13
1	13537	13547	12
1	13547	13548	11
1	13548	13564	10
1	13564	13565	9
1	13565	13567	8
1	13567	13569	9
1	13569	13572	8
1	13572	13574	7
1	13574	13578	6
1	13578	13592	7
1	13592	13602	6
1	13602	13616	5
1	13616	13620	6
1	13620	13635	5
1	13635	13642	4
1	13642	13644	3
1	13644	13653	2
1	13653	13656	1
1	13656	13658	0
1	13658	13693	1
1	13693	13701	0
1	13701	13711	1
1	13711	13776	2
1	13776	13786	1
1	13786	13825	0
1	13825	13900	1
1	13900	14136	0
1	14136	14258	1
1	14258	14454	0
1	839729	861117	0
1	839729	861117	0
1	861117	861148	1
1	861148	861153	2
1	861153	861185	3
1	861301	861302	45
1	861302	861303	46
1	861303	861304	47
1	861304	861307	51
1	861307	861308	52
1	861308	861310	51
1	861310	861311	52
1	861311	861313	53
1	861313	861315	54
1	861315	861316	55
1	861316	861317	56
1	861317	861318	54
1	861318	861319	55
1	861319	861320	57
1	861320	861321	59
1	861321	861322	60
1	861301	861302	45
1	861302	861303	46
1	861303	861304	47
1	861304	861307	51
1	861307	861308	52
1	861308	861310	51
1	861310	861311	52
1	861311	861313	53
1	861313	861315	54
1	861315	861316	55
1	861316	861317	56
1	861317	861318	54
1	861318	861319	55
1	861319	861320	57
1	861320	861321	59
1	861321	861322	60
1	861322	861323	59
1	861323	861324	60
1	861324	861325	61
1	861325	861328	63
1	861328	861329	61
1	861329	861330	62
1	861330	861331	63
1	861331	861332	64
1	861332	861333	63
1	861333	861335	64
1	861335	861336	65
1	861336	861339	67
1	861339	861340	71
1	861340	861342	70
1	861342	861343	69
1	861343	861344	71
1	861344	861346	70
1	861346	861348	71
1	861348	861349	72
1	861349	861350	73
1	861350	861351	72
1	861351	861353	73
1	861353	861354	77
1	861354	861355	78
1	861355	861356	79
1	861356	861357	80
1	861357	861362	81
1	861362	861364	83
1	861364	861365	82
1	861365	861367	80
1	861367	861369	79
1	861369	861370	78
1	861370	861374	79
1	861374	861377	80
1	861377	861379	79
1	861379	861380	80
1	861380	861382	79
1	861382	861386	80
1	861386	861388	78
1	861388	861391	77
1	861391	861394	78
1	865534	865536	11
1	865536	865544	12
1	865544	865546	14
1	865546	865549	16
1	865549	865552	17
1	865552	865553	16
1	865553	865554	17
1	865554	865555	18
1	865555	865556	19
1	865556	865557	22
1	865557	865561	23
1	865561	865563	24
1	865563	865566	26
1	865566	865567	28
1	865567	865568	29
1	865568	865573	30
1	865573	865575	31
1	865575	865576	32
1	865576	865578	31
1	865578	865582	32
1	865582	865585	33
1	865585	865589	35
1	865589	865590	36
1	865590	865591	38
1	865591	865592	37
1	865592	865597	36
1	865597	865600	38
1	865600	865601	37
1	865601	865602	39
1	865602	865603	41
1	865603	865605	43
1	865605	865606	44
1	865606	865607	43
1	865607	865608	44
1	865608	865609	45
1	865609	865611	46
1	865611	865612	45
1	865612	865613	47
1	865613	865614	49
1	865614	865615	51
1	865615	865617	52
1	865617	865618	53
1	865618	865619	56
1	865619	865620	54
1	865620	865621	55
1	865621	865624	54
1	865624	865626	56
1	865626	865628	58
1	865628	865630	57
1	865630	865631	55
1	865631	865633	53
1	865633	865634	56
1	865634	865635	57
1	865635	865636	59
1	865636	865638	61
1	865638	865639	62
1	865639	865642	66
1	865642	865643	68
1	865643	865644	67
1	865644	865646	68
1	865646	865647	69
1	865647	865649	71
1	865649	865651	72
1	865651	865652	73
1	865652	865653	75
1	865653	865654	74
1	865654	865658	75
1	865658	865659	76
1	865659	865661	77
1	865661	865662	78
1	865662	865664	79
1	865664	865665	80
1	865665	865666	79
1	865666	865667	81
1	865667	865668	83
1	865668	865670	85
1	865670	865672	89
1	865672	865675	88
1	865675	865677	90
1	865677	865683	89
1	865683	865684	87
1	865684	865685	86
1	865685	865686	87
1	865686	865687	88
1	865687	865688	87
1	865688	865689	86
1	865689	865690	87
1	865690	865692	86
1	865692	865693	85
1	865693	865695	84
1	865695	865696	85
1	865696	865697	84
1	865697	865698	85
1	865698	865700	84
1	865700	865701	85
1	865701	865702	84
1	865702	865703	85
1	865703	865704	84
1	865704	865705	81
1	865705	865706	82
1	865706	865707	81
1	865707	865708	80
1	865708	865709	78
1	865709	865710	76
1	865710	865713	77
1	865713	865714	79
1	865714	865715	78
1	865715	865717	79
1	865690	865692	86
1	865692	865693	85
1	865693	865695	84
1	865695	865696	85
1	865696	865697	84
1	865697	865698	85
1	865698	865700	84
1	865700	865701	85
1	865701	865702	84
1	865702	865703	85
1	865703	865704	84
1	865704	865705	81
1	865705	865706	82
1	865706	865707	81
1	865707	865708	80
1	865708	865709	78
1	865709	865710	76
1	865710	865713	77
1	865713	865714	79
1	865714	865715	78
1	865715	865717	79
1	866417	866419	52
1	866419	866420	54
1	866420	866422	53
1	866422	866423	54
1	866423	866425	51
1	866425	866428	53
1	866428	866429	51
1	866429	866430	53
1	866430	866431	54
1	866431	866432	55
1	866432	866433	56
1	866433	866434	57
1	866434	866435	56
1	866435	866436	55
1	866436	866437	56
1	866437	866438	57
1	866438	866442	58
1	866442	866444	57
1	866444	866445	58
1	866445	866446	59
1	866446	866447	60
1	866447	866448	61
1	866448	866449	60
1	866449	866451	62
1	866451	866452	61
1	866452	866453	63
1	866453	866454	62
1	866454	866457	61
1	866457	866460	62
1	866460	866461	60
1	866461	866463	61
1	866463	866464	62
1	866464	866465	61
1	866465	866466	60
1	866466	866470	59
1	871150	871153	54
1	871153	871154	53
1	871154	871155	54
1	871155	871156	53
1	871156	871157	54
1	871157	871158	55
1	871158	871159	56
1	871159	871161	55
1	871161	871164	56
1	871164	871166	57
1	871166	871168	56
1	871168	871169	58
1	871169	871170	56
1	871170	871172	57
1	871172	871174	59
1	871150	871153	54
1	871153	871154	53
1	871154	871155	54
1	871155	871156	53
1	871156	871157	54
1	871157	871158	55
1	871158	871159	56
1	871159	871161	55
1	871161	871164	56
1	871164	871166	57
1	871166	871168	56
1	871168	871169	58
1	871169	871170	56
1	871170	871172	57
1	871172	871174	59
1	871174	871176	60
1	871176	871177	61
1	871177	871179	62
1	871179	871180	64
1	871180	871181	62
1	871181	871184	63
1	871184	871185	65
1	871185	871187	67
1	871187	871190	66
1	871190	871192	64
1	871192	871193	63
1	871193	871195	64
1	871195	871196	61
1	871196	871198	62
1	871198	871199	63
1	871199	871200	61
1	871200	871201	62
1	871201	871202	61
1	871202	871203	60
1	871203	871205	62
1	871205	871209	61
1	871209	871210	60
1	871210	871211	59
1	871211	871212	60
1	871212	871213	58
1	871213	871214	59
1	871214	871215	58
1	871215	871216	57
1	871216	871217	55
1	871217	871218	56
1	871218	871221	58
1	871221	871223	57
1	871223	871225	56
1	871225	871228	58
1	871228	871229	57
1	871229	871230	59
1	871230	871233	60
1	871233	871236	58
1	871236	871239	57
1	871239	871240	58
1	871240	871242	57
1	871242	871243	56
1	871243	871246	54
1	871246	871247	53
1	871247	871249	52
1	871249	871251	50
1	871251	871252	49
1	871252	871254	48
1	871254	871255	44
1	871255	871256	43
1	871256	871258	44
1	871258	871259	43
1	871259	871261	42
1	871261	871262	41
1	871262	871264	40
1	871264	871268	41
1	871268	871271	40
1	871271	871273	39
1	871273	871275	38
1	871275	871278	36
1	874419	874420	64
1	874420	874422	66
1	874422	874424	65
1	874424	874426	66
1	874426	874427	67
1	874427	874428	64
1	874428	874429	63
1	874429	874432	64
1	874432	874433	63
