chromosome	start	end	depth
1	11856	11931	1
1	11931	11934	0
1	11934	11954	1
1	11954	11969	2
1	11969	12009	3
1	12009	12013	2
1	12013	12035	3
1	12035	12066	4
1	12066	12078	5
1	12078	12087	6
1	12087	12088	5
1	12088	12106	4
1	12106	12110	5
1	12110	12120	4
1	12120	12131	5
1	12131	12133	6
1	12133	12141	7
1	12141	12153	6
1	12153	12159	5
1	12159	12164	6
1	12164	12174	7
1	12174	12181	6
1	12181	12182	5
1	12182	12193	6
1	12193	12195	7
1	12195	12198	6
1	12198	12200	7
1	12200	12204	8
1	12204	12205	9
1	12205	12211	10
1	12211	12212	11
1	12212	12218	12
1	12218	12223	14
1	12223	12239	15
1	12603	12615	20
1	12615	12641	21
1	12641	12644	20
1	12644	12649	21
1	12649	12651	20
1	12651	12653	21
1	12653	12654	22
1	12654	12657	20
1	12657	12664	19
1	12664	12670	18
1	12670	12672	17
1	12672	12674	16
1	12674	12676	15
1	12676	12677	14
1	12677	12678	13
1	12678	12683	12
1	12683	12688	11
1	12688	12689	10
1	12689	12690	11
1	12690	12695	10
1	12695	12716	9
1	12716	12719	10
1	12719	12720	9
1	12720	12726	8
1	13216	13224	5
1	13224	13228	6
1	13228	13242	5
1	13242	13244	6
1	13244	13245	7
1	13245	13254	8
1	13254	13260	9
1	13260	13278	8
1	13278	13291	7
1	13291	13292	6
1	13292	13299	5
1	13299	13317	4
1	13317	13319	3
1	13319	13320	2
1	13320	13328	1
1	13328	13332	3
1	13332	13338	4
1	13338	13343	5
1	13343	13347	6
1	13347	13348	7
1	13348	13364	8
1	13364	13369	9
1	13369	13372	10
1	13372	13376	11
1	13376	13379	12
1	13379	13380	13
1	13380	13385	14
1	13385	13386	15
1	13386	13389	16
1	13389	13392	17
1	13392	13397	18
1	13397	13398	19
1	13398	13399	20
1	13399	13403	22
1	13403	13405	21
1	13405	13406	22
1	13406	13407	23
1	13407	13414	22
1	13414	13415	23
1	13415	13416	24
1	13416	13418	25
1	13418	13419	26
1	13419	13420	28
1	13420	13426	29
1	13426	13427	31
1	13427	13432	32
1	13432	13433	33
