chromosome	start	end	depth
1	10347	12134	0
1	12134	12147	1
1	12147	12209	2
1	12209	12222	1
1	12222	12234	0
1	12576	12616	8
1	12616	12628	7
1	12628	12633	6
1	12633	12640	5
1	12640	12644	6
1	12644	12657	5
1	12657	12663	6
1	12663	12679	7
1	12679	12694	6
1	12694	12709	7
1	12709	12713	6
1	12713	12715	5
1	12715	12724	4
1	13213	13222	7
1	13222	13247	6
1	13247	13251	7
1	13251	13253	6
1	13253	13266	7
1	13266	13271	8
1	13271	13272	7
1	13272	13292	6
1	13292	13297	5
1	13297	13308	4
1	13308	13322	3
1	13322	13328	2
1	13328	13358	1
1	13358	13369	2
1	13369	13373	3
1	13373	13374	4
1	13374	13377	5
1	13377	13381	6
1	13381	13384	7
1	13384	13393	6
1	13393	13396	7
1	13396	13404	8
1	13404	13405	9
1	13405	13415	10
1	13415	13416	12
1	13416	13423	13
1	13423	13429	14
1	13429	13433	15
1	13433	13436	14
1	13436	13437	15
1	13437	13442	16
1	13442	13444	17
1	13444	13449	16
1	13449	13450	15
1	13450	13452	17
1	13452	13455	16
1	13455	13457	17
1	13457	13461	19
1	13461	13463	20
1	13463	13468	21
1	13468	13469	20
1	13469	13471	21
1	13471	13474	20
1	13474	13480	21
1	13480	13490	20
1	13490	13491	19
1	13491	13492	18
1	13492	13501	19
1	13501	13504	20
1	13504	13516	19
1	13516	13519	20
1	13519	13524	19
1	13524	13525	20
1	13525	13527	18
1	13527	13532	17
1	13532	13534	15
1	13534	13536	16
1	13536	13538	15
1	13538	13543	14
1	13543	13548	15
1	13548	13549	16
1	13549	13558	15
1	13558	13562	16
1	13562	13574	15
1	13574	13576	14
1	13576	13577	13
1	13577	13586	14
1	13586	13591	13
1	13591	13595	12
1	13595	13599	11
1	13599	13609	10
1	13609	13614	9
1	13614	13615	8
1	13615	13618	7
1	13618	13623	6
1	13623	13624	5
1	13624	13633	4
1	13633	13642	3
1	13642	13659	2
1	13659	13667	3
1	13667	13688	2
1	13688	13734	1
1	13734	14468	0
1	858510	860990	0
1	858510	860990	0
1	861093	861124	1
1	861124	861132	2
1	861132	861168	3
1	861168	861171	2
1	861171	861172	3
1	861172	861174	4
1	861174	861180	5
1	861180	861182	6
1	861301	861302	59
1	861302	861304	61
