chromosome	start	end	depth
1	10230	11943	0
1	11943	12083	1
1	12083	12128	0
1	12128	12157	1
1	12157	12176	2
1	12176	12203	3
1	12203	12232	2
1	12608	12618	10
1	12618	12627	9
1	12627	12629	10
1	12629	12656	11
1	12656	12658	10
1	12658	12667	9
1	12667	12669	8
1	12669	12671	7
1	12671	12674	8
1	12674	12683	7
1	12683	12699	6
1	12699	12702	5
1	12702	12704	4
1	12704	12707	3
1	12707	12708	4
1	12708	12712	5
1	12712	12721	4
1	12721	12736	5
1	13211	13257	5
1	13257	13266	4
1	13266	13278	3
1	13278	13286	2
1	13286	13304	1
1	13304	13307	0
1	13307	13315	1
1	13315	13318	2
1	13318	13370	4
1	13370	13377	5
1	13377	13382	6
1	13382	13389	5
1	13389	13390	6
1	13390	13393	5
1	13393	13397	4
1	13397	13401	5
1	13401	13414	6
1	13414	13415	7
1	13415	13421	8
1	13421	13428	9
1	13428	13433	11
1	13433	13434	13
1	13434	13437	14
1	13437	13443	15
1	13443	13445	14
1	13445	13449	13
1	13449	13452	14
1	13452	13457	13
1	13457	13464	14
1	13464	13466	13
1	13466	13476	14
1	13476	13481	13
1	13481	13487	14
1	13487	13499	15
1	13499	13503	16
1	13503	13507	15
1	13507	13508	16
1	13508	13519	15
1	13519	13522	16
1	13522	13532	17
1	13532	13541	16
1	13541	13544	15
1	13544	13559	14
1	13559	13560	15
1	13560	13564	14
1	13564	13569	13
1	13569	13570	14
1	13570	13571	13
1	13571	13574	12
1	13574	13578	11
1	13578	13582	10
1	13582	13584	9
1	13584	13589	8
1	13589	13593	7
1	13593	13594	8
1	13594	13597	7
1	13597	13608	6
1	13608	13631	7
1	13631	13634	6
1	13634	13644	5
1	13644	13656	4
1	13656	13657	3
1	13657	13666	4
1	13666	13668	3
1	13668	13678	2
1	13678	13683	3
1	13683	13686	2
1	13686	13732	3
1	13732	13753	2
1	13753	13805	1
1	13805	14371	0
1	14371	14446	1
1	848968	861129	0
1	848968	861129	0
1	848968	861129	0
1	861129	861196	1
1	861300	861302	35
1	861302	861303	37
1	861303	861308	39
1	861308	861309	40
1	861309	861310	41
1	861310	861311	42
1	861311	861312	43
1	861312	861313	44
1	861313	861314	46
1	861314	861315	47
1	861315	861317	48
1	861317	861318	50
1	861318	861320	51
1	861320	861324	50
1	861300	861302	35
1	861302	861303	37
1	861303	861308	39
1	861308	861309	40
1	861309	861310	41
1	861310	861311	42
1	861311	861312	43
1	861312	861313	44
1	861313	861314	46
1	861314	861315	47
1	861315	861317	48
1	861317	861318	50
1	861318	861320	51
1	861320	861324	50
1	861324	861327	51
1	861327	861331	53
1	861331	861332	52
1	861332	861334	53
1	861334	861336	55
1	861336	861338	56
1	861338	861340	59
1	861340	861342	58
1	861342	861346	60
1	861346	861347	62
1	861347	861349	63
1	861349	861350	66
1	861350	861352	65
1	861352	861353	66
1	861353	861354	65
1	861354	861356	64
1	861356	861357	65
1	861357	861358	66
1	861358	861359	68
1	861359	861360	71
1	861360	861361	70
1	861361	861363	69
1	861363	861367	68
1	861367	861369	70
1	861369	861370	72
1	861370	861372	71
1	861372	861373	72
1	861373	861375	70
1	861375	861378	69
1	861378	861380	68
1	861380	861382	69
1	861382	861383	71
1	861383	861384	70
1	861384	861385	69
1	861385	861388	70
1	861388	861399	69
1	865533	865538	21
1	865538	865543	22
1	865543	865544	24
1	865544	865545	26
1	865545	865547	27
1	865547	865549	28
1	865549	865550	29
1	865550	865551	30
1	865551	865555	31
1	865555	865557	32
1	865557	865563	31
1	865563	865567	32
1	865567	865568	33
1	865568	865569	34
1	865569	865570	35
1	865570	865572	36
1	865572	865573	37
1	865573	865574	36
1	865574	865575	37
1	865575	865579	38
1	865579	865581	39
1	865581	865582	40
1	865582	865585	41
1	865585	865588	42
1	865588	865589	43
1	865589	865592	45
1	865592	865593	46
1	865593	865594	47
1	865594	865595	48
1	865595	865596	49
1	865596	865597	48
1	865597	865600	49
1	865600	865601	52
1	865601	865602	54
