chromosome	start	end	depth
1	10231	12121	0
1	12121	12165	1
1	12165	12196	2
1	12196	12240	1
1	12451	12805	0
1	13216	13224	5
1	13224	13272	4
1	13272	13279	3
1	13279	13291	2
1	13291	13319	1
1	13319	13320	2
1	13320	13327	1
1	13327	13358	2
1	13358	13393	3
1	13393	13394	4
1	13394	13402	3
1	13402	13416	2
1	13416	13433	3
1	13433	13463	2
1	13463	13468	3
1	13468	13472	2
1	13472	13483	3
1	13483	13486	4
1	13486	13496	5
1	13496	13516	6
1	13516	13519	7
1	13519	13524	8
1	13524	13538	9
1	13538	13541	8
1	13541	13547	7
1	13547	13571	6
1	13571	13577	5
1	13577	13585	6
1	13585	13591	5
1	13591	13594	4
1	13594	13599	3
1	13599	13613	2
1	13613	13631	1
1	13631	13635	2
1	13635	13648	3
1	13648	13652	4
1	13652	13706	3
1	13706	13710	2
1	13710	13723	1
1	13723	14485	0
1	843938	861141	0
1	843938	861141	0
1	843938	861141	0
1	861141	861176	1
1	861176	861183	2
1	861299	861302	65
1	861302	861304	68
1	861304	861305	69
1	861305	861306	71
1	861306	861308	73
1	861308	861309	74
1	861309	861311	75
1	861311	861312	77
1	861312	861313	79
1	861313	861314	80
1	861314	861315	81
1	861315	861316	82
1	861316	861318	81
1	861318	861319	79
1	861319	861320	81
1	861320	861321	80
1	861321	861322	81
1	861299	861302	65
1	861302	861304	68
1	861304	861305	69
1	861305	861306	71
1	861306	861308	73
1	861308	861309	74
1	861309	861311	75
1	861311	861312	77
1	861312	861313	79
1	861313	861314	80
1	861314	861315	81
1	861315	861316	82
1	861316	861318	81
1	861318	861319	79
1	861319	861320	81
1	861320	861321	80
1	861321	861322	81
1	861322	861323	82
1	861323	861326	83
1	861326	861327	84
1	861327	861328	86
1	861328	861330	87
1	861330	861332	88
1	861332	861334	89
1	861334	861336	91
1	861336	861340	92
1	861340	861344	91
1	861344	861347	92
1	861347	861348	94
1	861348	861349	92
1	861349	861350	91
1	861350	861351	89
1	861351	861353	87
1	861353	861355	89
1	861355	861356	88
1	861356	861359	90
1	861359	861361	89
1	861361	861363	88
1	861363	861364	87
1	861364	861368	86
1	861368	861369	84
1	861369	861372	83
1	861372	861373	84
1	861373	861374	82
1	861374	861376	83
1	861376	861377	82
1	861377	861378	79
1	861378	861381	80
1	861381	861382	78
1	861382	861384	77
1	861384	861385	76
1	861385	861386	75
1	861386	861387	73
1	861387	861388	72
1	861388	861389	71
1	861389	861390	70
1	861390	861391	71
1	861391	861392	72
1	861392	861393	73
1	861393	861395	74
1	865528	865544	7
1	865544	865545	8
1	865545	865546	10
1	865546	865547	12
1	865547	865550	13
1	865550	865551	14
1	865551	865553	15
1	865553	865555	16
1	865555	865556	17
1	865556	865557	18
1	865557	865561	19
1	865561	865562	22
1	865562	865563	23
1	865563	865567	24
1	865567	865569	26
1	865569	865570	27
1	865570	865571	28
1	865571	865572	30
1	865572	865576	31
1	865576	865577	32
1	865577	865580	33
1	865580	865581	34
1	865581	865584	36
1	865584	865586	37
1	865586	865589	38
1	865589	865590	40
1	865590	865591	41
1	865591	865592	42
1	865592	865593	43
1	865593	865598	44
1	865598	865600	45
1	865600	865602	46
1	865602	865603	48
1	865603	865604	47
1	865604	865606	48
1	865606	865607	49
1	865607	865608	50
1	865608	865609	51
1	865609	865611	52
1	865611	865614	54
1	865614	865616	55
1	865616	865620	56
1	865620	865621	57
1	865621	865622	54
1	865622	865624	55
1	865624	865625	57
1	865625	865627	58
1	865627	865628	59
1	865628	865630	60
1	865630	865632	61
1	865632	865633	62
1	865633	865636	63
1	865636	865637	65
1	865637	865638	64
1	865638	865639	63
1	865639	865640	64
1	865640	865642	66
1	865642	865644	65
1	865644	865645	66
1	865645	865646	67
1	865646	865648	64
1	865648	865649	65
1	865649	865651	66
1	865651	865652	68
1	865652	865654	69
1	865654	865655	70
1	865655	865658	69
1	865658	865660	70
1	865660	865662	69
1	865662	865664	71
1	865664	865665	72
1	865665	865667	71
1	865667	865668	72
1	865668	865669	74
1	865669	865670	76
1	865670	865671	78
1	865671	865672	77
1	865672	865674	78
1	865674	865677	79
1	865677	865678	78
1	865678	865679	80
1	865679	865680	79
1	865680	865681	82
1	865681	865682	80
1	865682	865683	79
1	865683	865684	80
1	865684	865687	79
1	865687	865688	78
1	865688	865689	79
1	865689	865690	78
1	865690	865691	77
1	865691	865696	76
1	865696	865697	77
1	865697	865698	75
1	865698	865699	74
1	865699	865700	72
1	865700	865703	69
1	865703	865704	68
1	865704	865705	67
1	865705	865706	66
1	865706	865707	64
1	865707	865708	63
1	865708	865709	64
1	865709	865713	66
1	865713	865714	65
1	865714	865717	63
1	865691	865696	76
1	865696	865697	77
1	865697	865698	75
1	865698	865699	74
1	865699	865700	72
1	865700	865703	69
1	865703	865704	68
1	865704	865705	67
1	865705	865706	66
1	865706	865707	64
1	865707	865708	63
1	865708	865709	64
1	865709	865713	66
1	865713	865714	65
1	865714	865717	63
1	866417	866421	45
1	866421	866425	47
1	866425	866426	48
1	866426	866432	47
1	866432	866433	46
1	866433	866434	48
1	866434	866435	49
1	866435	866438	47
1	866438	866439	48
1	866439	866443	49
1	866443	866444	51
1	866444	866445	50
1	866445	866446	51
1	866446	866449	53
1	866449	866452	54
1	866452	866453	53
1	866453	866454	54
1	866454	866455	53
1	866455	866456	54
1	866456	866458	56
1	866458	866460	57
1	866460	866461	58
1	866461	866462	59
1	866462	866463	58
1	866463	866464	57
1	866464	866465	58
1	866465	866466	59
1	866466	866467	58
1	866467	866469	59
1	866469	866471	58
1	871150	871154	49
1	871154	871158	48
1	871158	871160	50
1	871160	871162	51
1	871162	871163	50
1	871163	871164	51
1	871164	871165	52
1	871165	871167	53
1	871167	871168	52
1	871168	871172	51
1	871172	871173	50
1	871173	871177	52
1	871150	871154	49
1	871154	871158	48
1	871158	871160	50
1	871160	871162	51
1	871162	871163	50
1	871163	871164	51
1	871164	871165	52
1	871165	871167	53
1	871167	871168	52
1	871168	871172	51
1	871172	871173	50
1	871173	871177	52
1	871177	871178	53
1	871178	871179	54
1	871179	871180	55
1	871180	871181	56
1	871181	871182	57
1	871182	871183	55
1	871183	871186	56
1	871186	871188	57
1	871188	871189	59
1	871189	871190	60
1	871190	871192	61
1	871192	871193	62
1	871193	871194	61
1	871194	871196	63
1	871196	871198	62
1	871198	871200	58
